date,PortfolioValue
2011-08-11,1464102.6218775632
2011-08-12,1464102.6218775632
2011-08-16,1464102.6218775632
2011-08-17,1464102.6218775632
2011-08-18,1464102.6218775632
2011-08-19,1464102.6218775632
2011-08-22,1464102.6218775632
2011-08-23,1464102.6218775632
2011-08-24,1464102.6218775632
2011-08-25,1464102.6218775632
2011-08-26,1464102.6218775632
2011-08-29,1464102.6218775632
2011-08-30,1464102.6218775632
2011-09-02,1464102.6218775632
2011-09-05,1464102.6218775632
2011-09-06,1464102.6218775632
2011-09-07,1464102.6218775632
2011-09-08,1464102.6218775632
2011-09-09,1464102.6218775632
2011-09-12,1464102.6218775632
2011-09-13,1464102.6218775632
2011-09-14,1464102.6218775632
2011-09-15,1464102.6218775632
2011-09-16,1464102.6218775632
2011-09-19,1464102.6218775632
2011-09-20,1464102.6218775632
2011-09-21,1464102.6218775632
2011-09-22,1464102.6218775632
2011-09-23,1464102.6218775632
2011-09-26,1464102.6218775632
2011-09-27,1464102.6218775632
2011-09-28,1464102.6218775632
2011-09-29,1464102.6218775632
2011-09-30,1464102.6218775632
2011-10-03,1464102.6218775632
2011-10-04,1464102.6218775632
2011-10-05,1464102.6218775632
2011-10-07,1464102.6218775632
2011-10-10,1464102.6218775632
2011-10-11,1464102.6218775632
2011-10-12,1464102.6218775632
2011-10-13,1464102.6218775632
2011-10-14,1464102.6218775632
2011-10-17,1538243.6696915198
2011-10-18,1507557.2146649852
2011-10-19,1503810.3979733104
2011-10-20,1517066.1614752908
2011-10-21,1516157.665804777
2011-10-24,1504717.1139861266
2011-10-25,1549955.1250800558
2011-10-28,1588532.5891886393
2011-10-31,1592505.9662855987
2011-11-01,1563047.7501246857
2011-11-02,1552173.351377369
2011-11-03,1569881.3151037446
2011-11-04,1564098.0372493686
2011-11-08,1550274.0631370847
2011-11-09,1537421.2908612662
2011-11-11,1536052.842592873
2011-11-14,1536052.842592873
2011-11-15,1536052.842592873
2011-11-16,1536052.842592873
2011-11-17,1536052.842592873
2011-11-18,1536052.842592873
2011-11-21,1536052.842592873
2011-11-22,1536052.842592873
2011-11-23,1536052.842592873
2011-11-24,1536052.842592873
2011-11-25,1536052.842592873
2011-11-28,1536052.842592873
2011-11-29,1536052.842592873
2011-11-30,1536052.842592873
2011-12-01,1536052.842592873
2011-12-02,1536052.842592873
2011-12-05,1536052.842592873
2011-12-07,1536052.842592873
2011-12-08,1536052.842592873
2011-12-09,1536052.842592873
2011-12-12,1536052.842592873
2011-12-13,1536052.842592873
2011-12-14,1536052.842592873
2011-12-15,1536052.842592873
2011-12-16,1536052.842592873
2011-12-19,1536052.842592873
2011-12-20,1536052.842592873
2011-12-21,1536052.842592873
2011-12-22,1536052.842592873
2011-12-23,1536052.842592873
2011-12-26,1536052.842592873
2011-12-27,1536052.842592873
2011-12-28,1536052.842592873
2011-12-29,1536052.842592873
2011-12-30,1536052.842592873
2012-01-02,1536052.842592873
2012-01-03,1536052.842592873
2012-01-04,1536052.842592873
2012-01-05,1536052.842592873
2012-01-06,1536052.842592873
2012-01-09,1536052.842592873
2012-01-10,1536052.842592873
2012-01-11,1536052.842592873
2012-01-12,1536052.842592873
2012-01-13,1536052.842592873
2012-01-16,1536052.842592873
2012-01-17,1536052.842592873
2012-01-18,1536052.842592873
2012-01-19,1536052.842592873
2012-01-20,1536052.842592873
2012-01-23,1536052.842592873
2012-01-24,1536052.842592873
2012-01-25,1536052.842592873
2012-01-27,1536052.842592873
2012-01-30,1536052.842592873
2012-01-31,1536052.842592873
2012-02-01,1536052.842592873
2012-02-02,1536052.842592873
2012-02-03,1536052.842592873
2012-02-06,1536052.842592873
2012-02-07,1615453.5999241753
2012-02-08,1643804.0559056355
2012-02-09,1648024.2249287984
2012-02-10,1641901.079219384
2012-02-13,1683616.5120291084
2012-02-14,1694884.1255309049
2012-02-15,1742804.870303599
2012-02-16,1763080.6539247064
2012-02-17,1758791.4672103184
2012-02-21,1792301.4596567564
2012-02-22,1748955.1058515
2012-02-23,1737535.0276691194
2012-02-24,1737535.0276691194
2012-02-27,1737535.0276691194
2012-02-28,1737535.0276691194
2012-02-29,1737535.0276691194
2012-03-01,1737535.0276691194
2012-03-02,1737535.0276691194
2012-03-05,1737535.0276691194
2012-03-06,1737535.0276691194
2012-03-07,1737535.0276691194
2012-03-09,1737535.0276691194
2012-03-12,1766614.5558299483
2012-03-13,1789310.8631558274
2012-03-14,1770271.8341023172
2012-03-15,1756167.3781292434
2012-03-16,1756167.3781292434
2012-03-19,1756167.3781292434
2012-03-20,1756167.3781292434
2012-03-21,1756167.3781292434
2012-03-22,1756167.3781292434
2012-03-23,1756167.3781292434
2012-03-26,1756167.3781292434
2012-03-27,1756167.3781292434
2012-03-28,1756167.3781292434
2012-03-29,1756167.3781292434
2012-03-30,1830354.7539815353
2012-04-02,1825565.8370064162
2012-04-03,1831916.2570565816
2012-04-04,1814151.3841461665
2012-04-09,1771814.4982049356
2012-04-10,1783248.689548602
2012-04-11,1793733.149500339
2012-04-12,1807050.3617988473
2012-04-13,1810559.2465123495
2012-04-16,1802066.7180324784
2012-04-17,1779726.3551007155
2012-04-18,1779726.3551007155
2012-04-19,1779726.3551007155
2012-04-20,1779726.3551007155
2012-04-23,1779726.3551007155
2012-04-24,1779726.3551007155
2012-04-25,1779726.3551007155
2012-04-26,1779726.3551007155
2012-04-27,1779726.3551007155
2012-04-30,1779726.3551007155
2012-05-02,1779726.3551007155
2012-05-03,1779726.3551007155
2012-05-04,1779726.3551007155
2012-05-07,1779726.3551007155
2012-05-08,1779726.3551007155
2012-05-09,1779726.3551007155
2012-05-10,1779726.3551007155
2012-05-11,1779726.3551007155
2012-05-14,1779726.3551007155
2012-05-15,1779726.3551007155
2012-05-16,1779726.3551007155
2012-05-17,1819737.6767576593
2012-05-18,1822152.728872191
2012-05-21,1828878.5471786414
2012-05-22,1842447.7331934574
2012-05-23,1798279.8607659873
2012-05-24,1821368.4536847943
2012-05-25,1820252.8236309276
2012-05-28,1835639.1541613953
2012-05-29,1858635.3768082175
2012-05-30,1843142.8991571078
2012-05-31,1926558.442224768
2012-06-01,1926558.442224768
2012-06-04,1926558.442224768
2012-06-05,1926558.442224768
2012-06-06,1926558.442224768
2012-06-07,1926558.442224768
2012-06-08,1926558.442224768
2012-06-11,1926558.442224768
2012-06-12,1926558.442224768
2012-06-13,1926558.442224768
2012-06-14,1926558.442224768
2012-06-15,1926558.442224768
2012-06-18,1926558.442224768
2012-06-19,1926558.442224768
2012-06-20,1926558.442224768
2012-06-21,1926558.442224768
2012-06-22,1926558.442224768
2012-06-25,1926558.442224768
2012-06-26,1926558.442224768
2012-06-27,1926558.442224768
2012-06-28,1926558.442224768
2012-06-29,1926558.442224768
2012-07-02,1926558.442224768
2012-07-03,1943397.911745281
2012-07-04,1932550.742890546
2012-07-05,1933701.8631695982
2012-07-06,1936255.2053366157
2012-07-09,1947106.14166048
2012-07-10,1952356.695834914
2012-07-11,1954122.1031688356
2012-07-12,1934496.121077725
2012-07-13,1924781.8243552225
2012-07-16,1924781.8243552225
2012-07-17,1924781.8243552225
2012-07-18,1924781.8243552225
2012-07-19,1924781.8243552225
2012-07-20,1924781.8243552225
2012-07-23,1924781.8243552225
2012-07-24,1924781.8243552225
2012-07-25,1924781.8243552225
2012-07-26,1924781.8243552225
2012-07-27,1924781.8243552225
2012-07-30,1924781.8243552225
2012-07-31,1924781.8243552225
2012-08-01,1924781.8243552225
2012-08-02,1924781.8243552225
2012-08-03,1924781.8243552225
2012-08-06,1924781.8243552225
2012-08-07,1924781.8243552225
2012-08-08,1924781.8243552225
2012-08-09,1924781.8243552225
2012-08-10,1924781.8243552225
2012-08-13,1924781.8243552225
2012-08-14,1924781.8243552225
2012-08-16,1924781.8243552225
2012-08-17,1924781.8243552225
2012-08-21,1924781.8243552225
2012-08-22,1924781.8243552225
2012-08-23,1924781.8243552225
2012-08-24,1924781.8243552225
2012-08-27,1924781.8243552225
2012-08-28,1924781.8243552225
2012-08-29,1924781.8243552225
2012-08-30,1924781.8243552225
2012-08-31,1924781.8243552225
2012-09-03,1924781.8243552225
2012-09-04,1966726.0737235534
2012-09-05,1962835.1922138615
2012-09-06,1995576.7520585204
2012-09-07,1986587.9331564065
2012-09-10,1974764.1271629331
2012-09-11,2017704.8124846304
2012-09-12,2099763.6207304774
2012-09-13,2094609.4772217432
2012-09-14,2111399.466706341
2012-09-17,2094407.064510603
2012-09-18,2074396.0391502392
2012-09-20,2072897.649921513
2012-09-21,2098493.3341185017
2012-09-24,2087076.7242436302
2012-09-25,2107909.243746516
2012-09-26,2139272.5589348166
2012-09-27,2150367.830220235
2012-09-28,2177984.7812451767
2012-10-01,2187206.229232116
2012-10-03,2182525.0068853423
2012-10-04,2182525.0068853423
2012-10-05,2182525.0068853423
2012-10-08,2182525.0068853423
2012-10-09,2182525.0068853423
2012-10-10,2182525.0068853423
2012-10-11,2182525.0068853423
2012-10-12,2182525.0068853423
2012-10-15,2182525.0068853423
2012-10-16,2182525.0068853423
2012-10-17,2182525.0068853423
2012-10-18,2182525.0068853423
2012-10-19,2182525.0068853423
2012-10-22,2182525.0068853423
2012-10-23,2182525.0068853423
2012-10-25,2182525.0068853423
2012-10-29,2182525.0068853423
2012-10-30,2182525.0068853423
2012-10-31,2182525.0068853423
2012-11-01,2182525.0068853423
2012-11-02,2182525.0068853423
2012-11-05,2182525.0068853423
2012-11-06,2182525.0068853423
2012-11-07,2182525.0068853423
2012-11-08,2182525.0068853423
2012-11-09,2182525.0068853423
2012-11-12,2182525.0068853423
2012-11-15,2182525.0068853423
2012-11-16,2182525.0068853423
2012-11-19,2182525.0068853423
2012-11-20,2182525.0068853423
2012-11-21,2182525.0068853423
2012-11-22,2182525.0068853423
2012-11-23,2182525.0068853423
2012-11-26,2182525.0068853423
2012-11-27,2182525.0068853423
2012-11-29,2182525.0068853423
2012-11-30,2182525.0068853423
2012-12-03,2182525.0068853423
2012-12-04,2182525.0068853423
2012-12-05,2182525.0068853423
2012-12-06,2182525.0068853423
2012-12-07,2182525.0068853423
2012-12-10,2182525.0068853423
2012-12-11,2182525.0068853423
2012-12-12,2182525.0068853423
2012-12-13,2182525.0068853423
2012-12-14,2182525.0068853423
2012-12-17,2182525.0068853423
2012-12-18,2182525.0068853423
2012-12-19,2182525.0068853423
2012-12-20,2182525.0068853423
2012-12-21,2182525.0068853423
2012-12-24,2182525.0068853423
2012-12-26,2182525.0068853423
2012-12-27,2182525.0068853423
2012-12-28,2182525.0068853423
2012-12-31,2182525.0068853423
2013-01-01,2182525.0068853423
2013-01-02,2182525.0068853423
2013-01-03,2182525.0068853423
2013-01-04,2182525.0068853423
2013-01-07,2182525.0068853423
2013-01-08,2182525.0068853423
2013-01-09,2182525.0068853423
2013-01-10,2182525.0068853423
2013-01-11,2182525.0068853423
2013-01-14,2182525.0068853423
2013-01-15,2182525.0068853423
2013-01-16,2182525.0068853423
2013-01-17,2182525.0068853423
2013-01-18,2182525.0068853423
2013-01-21,2182525.0068853423
2013-01-22,2182525.0068853423
2013-01-23,2182525.0068853423
2013-01-24,2182525.0068853423
2013-01-25,2182525.0068853423
2013-01-28,2182525.0068853423
2013-01-29,2182525.0068853423
2013-01-30,2182525.0068853423
2013-01-31,2182525.0068853423
2013-02-01,2182525.0068853423
2013-02-04,2182525.0068853423
2013-02-05,2182525.0068853423
2013-02-06,2195677.1265740516
2013-02-07,2175284.1142474185
2013-02-08,2157481.617856965
2013-02-11,2158631.0472847703
2013-02-12,2147916.377050897
2013-02-13,2160555.1449199934
2013-02-14,2152618.0951211043
2013-02-15,2152618.0951211043
2013-02-18,2152618.0951211043
2013-02-19,2152618.0951211043
2013-02-20,2152618.0951211043
2013-02-21,2152618.0951211043
2013-02-22,2152618.0951211043
2013-02-25,2152618.0951211043
2013-02-26,2152618.0951211043
2013-02-27,2152618.0951211043
2013-02-28,2152618.0951211043
2013-03-01,2190915.037424768
2013-03-04,2187213.1769812214
2013-03-05,2174716.1397728845
2013-03-06,2238646.5335517996
2013-03-07,2261206.187558909
2013-03-08,2262296.3876589253
2013-03-11,2239510.1644739187
2013-03-12,2229501.4886749596
2013-03-13,2242238.972567458
2013-03-14,2251505.144099497
