date,close,high,low,open,volume
,vbl.ns,vbl.ns,vbl.ns,vbl.ns,vbl.ns
2016-11-08,25.283863067626953,25.95791555708774,22.937059021301728,23.660633720020417,305744118
2016-11-09,23.899991989135742,24.761127998704882,21.624719007132494,21.624719007132494,13691733
2016-11-10,24.010042190551758,25.3608995312155,23.839466657735485,24.541030773311196,7757505
2016-11-11,24.246646881103516,24.76112740876498,23.657881269232973,23.880731208698553,5469221
2016-11-15,24.10633659362793,24.469500096919376,23.660636655019655,24.10083392846626,6065128
2016-11-16,23.974275588989258,24.596053667505068,23.71565743599969,24.210881312439312,1348363
2016-11-17,24.22188377380371,24.45298859322135,23.71565636209844,23.71565636209844,3663039
2016-11-18,24.238391876220703,24.486004689871574,23.93575596070728,24.20262721422082,1428705
2016-11-21,24.205379486083984,24.331937234650944,23.770684905425583,23.770684905425583,1251720
2016-11-22,24.254898071289062,24.45298689068146,23.778934461243026,23.778934461243026,1221176
2016-11-23,24.386959075927734,24.486005266352283,23.842214769389283,23.963269846866236,2689098
2016-11-24,24.122840881347656,24.31267483050362,24.007288472821614,24.147600214188397,464197
2016-11-25,24.015544891357422,24.26590818246999,23.880734024685584,23.990783784052557,752574
2016-11-28,23.545080184936523,24.210879531446135,23.388260453451636,24.210879531446135,765365
2016-11-29,23.941259384155273,24.20813064612989,23.415773513644172,23.62211723638632,671911
2016-11-30,24.17511749267578,24.290669920115086,23.825711534330807,23.825711534330807,881988
2016-12-01,23.828458786010742,24.20537801989353,23.770683465565845,23.944011197954445,290604
2016-12-02,23.776187896728516,24.15585940487016,23.718412567687032,23.718412567687032,321485
2016-12-05,23.798194885253906,23.99078105672542,23.495558966926126,23.67163891610693,412846
2016-12-06,23.275461196899414,23.935757955881993,23.12139189410168,23.935757955881993,330007
2016-12-07,22.595905303955078,23.437784664212963,22.422577565001333,23.14064962638114,841590
2016-12-08,23.26170539855957,23.657883099368263,22.617916634745445,22.66743884734653,658800
2016-12-09,22.846267700195312,23.407518224077034,22.782989715304808,23.402017330655166,316119
2016-12-12,23.154407501220703,23.220435936291768,22.28501657628107,22.28501657628107,337820
2016-12-13,22.97832679748535,23.176415638389127,22.67018820695638,22.67018820695638,121365
2016-12-14,22.920555114746094,23.16541575798324,22.865530231197813,23.16541575798324,270691
2016-12-15,23.115886688232422,23.16541066648987,22.560137080491007,22.560137080491007,394183
2016-12-16,22.722461700439453,23.440533719181712,22.615162401993782,22.862775213993253,1062399
2016-12-19,22.615161895751953,22.838011827614487,22.34003931021719,22.835261381022825,695334
2016-12-20,22.342790603637695,22.807748924288585,22.28501528353853,22.780237373113906,368735
2016-12-21,21.880584716796875,22.397817511128284,21.77053495999606,22.397817511128284,591232
2016-12-22,21.13224983215332,22.009893938294773,19.913451109863278,21.90259639450703,858650
2016-12-23,20.466447830200195,21.239546514874966,20.359148528655428,20.912147716775312,390858
2016-12-26,19.778636932373047,20.304124546191467,19.313678625644982,20.304124546191467,613676
2016-12-27,20.092281341552734,20.359150860506592,19.41822876996766,19.64383095688133,336909
2016-12-28,20.210580825805664,20.416924535624233,19.869428041117605,19.995985776227553,473124
2016-12-29,20.590253829956055,20.68379558683685,19.97672886005752,20.2133345845827,349312
2016-12-30,20.93966293334961,21.157010231776816,20.631524318723415,20.738821858919255,259925
2017-01-02,21.9686279296875,22.00989526460193,20.967176452753563,21.239550426881696,251707
2017-01-03,22.587650299072266,23.082872368857366,22.450087235534543,22.62066451337333,1051008
2017-01-04,22.846267700195312,23.00033699235517,22.28501540525969,22.9398094541756,488092
2017-01-05,22.989334106445312,23.099383865547733,22.62066794476844,22.920553449769823,457143
2017-01-06,22.719711303710938,23.04160568273997,22.56564200243463,22.989333023707974,309133
2017-01-09,22.972822189331055,23.107633032663834,22.45283902595073,22.733464269804724,396562
2017-01-10,22.964570999145508,23.055362308155825,22.683943960769597,22.683943960769597,168395
2017-01-11,22.741722106933594,23.003088945856742,22.67018923511681,22.99208361618431,416340
2017-01-12,22.802249908447266,22.945313882654133,22.72796658889443,22.72796658889443,229955
2017-01-13,22.96731948852539,23.107632995755164,22.601405607959297,22.601405607959297,452131
2017-01-16,22.78573989868164,23.01959516645665,22.67018748813371,22.67018748813371,198112
2017-01-17,22.66468620300293,22.972824802513564,22.56564177966408,22.972824802513564,175905
2017-01-18,22.474851608276367,22.86552662592147,22.37305496989365,22.838013302958323,1273252
2017-01-19,22.61241340637207,22.694949834965655,22.49686098949787,22.645427623598707,221281
2017-01-20,22.263004302978516,22.628919971463045,22.11994034262581,22.628919971463045,201015
2017-01-23,21.828311920166016,22.461095361240442,21.800798595610495,22.28501716830128,109350
2017-01-24,22.27126121520996,22.389564082226887,21.73476998669261,21.73476998669261,178959
2017-01-25,22.276765823364258,22.53538046837416,21.908099642457472,22.05666629367886,218041
2017-01-27,21.941112518310547,22.169465146490214,21.542184359031204,22.015395839367038,462510
2017-01-30,22.02364730834961,22.064916407320265,21.734768928716846,21.94111088146224,426093
2017-01-31,21.87783432006836,21.94936542241524,21.682495912745836,21.789793451793187,137328
2017-02-01,21.927356719970703,22.11994291092371,21.679745650023396,21.87783450598124,138898
2017-02-02,21.83931541442871,22.282264848584045,21.792543652142438,21.817304756634254,89437
2017-02-03,21.671489715576172,21.99613630878659,21.45964509291111,21.514669969235825,792956
2017-02-06,22.19422721862793,22.285018538663074,21.624721732429816,21.897093921481087,565380
2017-02-07,22.260251998901367,22.304271539101936,21.979624994923867,21.98237721240412,1235250
2017-02-08,22.22723960876465,22.28226625672824,21.916350559621403,22.00989231905149,380430
2017-02-09,22.21623420715332,22.229991754626624,21.954867370970575,22.09518089518786,375890
2017-02-10,22.136449813842773,22.207980913268546,21.902594532417705,22.15570825488256,129735
2017-02-13,22.22723960876465,22.2464980500249,21.960370106938267,21.960370106938267,419040
2017-02-14,22.062166213989258,22.15020530648767,21.92735535738321,22.064916660793724,133059
2017-02-15,22.196977615356445,22.229991833090097,21.89984257153754,22.213483838696266,443390
2017-02-16,22.07867431640625,22.25750473448473,21.56969638782741,22.25750473448473,2598716
2017-02-17,22.169466018676758,22.229993565116068,22.009894040265543,22.009894040265543,224201
2017-02-20,22.249250411987305,22.411572825841716,21.712759186936225,21.712759186936225,1583988
2017-02-21,22.018142700195312,22.28776438651043,21.803547655019795,22.078670234395087,2223416
2017-02-22,21.371606826782227,22.119942694300445,21.19002419656308,22.020898267291475,2061028
2017-02-23,21.506418228149414,21.73477085957982,20.917652545272155,21.19277694442799,655374
2017-02-27,21.745773315429688,21.8915895052424,21.27531229924347,21.630220896541385,203293
2017-02-28,21.476150512695312,22.06491613602914,21.34959454162044,21.745772219495063,943835
2017-03-01,21.214784622192383,21.954867354050073,20.90939823907083,21.954867354050073,1403409
2017-03-02,20.714059829711914,21.349595472703616,20.58199941729177,21.29182014917855,532372
2017-03-03,20.513219833374023,21.046960633537246,20.361902742946192,20.760832676803904,968625
2017-03-06,20.507715225219727,21.236794367201348,20.359148595870863,20.50221433173622,335306
2017-03-07,20.637027740478516,20.90939992800901,20.386664442768893,20.3976697732064,418635
2017-03-08,20.144556045532227,20.604011766674173,20.084028499128653,20.474703561558954,265106
