date,close,high,low,open,volume
,ofss.ns,ofss.ns,ofss.ns,ofss.ns,ofss.ns
2010-01-04,1311.2376708984375,1321.2227484654031,1260.5678939013358,1282.60663473155,195371
2010-01-05,1297.3359375,1326.7393776713425,1280.0689905963372,1310.7412729094012,156345
2010-01-06,1294.5225830078125,1318.464520852455,1282.7998336069277,1306.8796861504043,127541
2010-01-07,1281.723876953125,1310.189522127859,1269.3667749120857,1310.189522127859,79152
2010-01-08,1281.94482421875,1308.4795333005968,1274.4422102102465,1294.7432822194335,83072
2010-01-11,1266.4708251953125,1295.7363545935514,1261.3679807509884,1293.6400239934694,70361
2010-01-12,1291.51611328125,1315.7064086721205,1269.1464537853394,1269.1464537853394,260140
2010-01-13,1322.6573486328125,1340.5310419863613,1279.903786594153,1279.903786594153,291688
2010-01-14,1365.5211181640625,1375.837111267978,1315.7062992678939,1323.9811816532265,303320
2010-01-15,1358.9564208984375,1378.5955307516704,1353.7708813383751,1372.5272831173095,86512
2010-01-18,1361.328369140625,1392.938444743952,1335.8693698551642,1352.1156942841292,102266
2010-01-19,1341.4410400390625,1379.6986309188778,1332.255975077605,1357.0806205759454,110752
2010-01-20,1334.407470703125,1362.5972903811073,1326.1878081280088,1349.9091374747245,131589
2010-01-21,1272.4564208984375,1346.0476612946416,1263.9331834939555,1333.9111659878868,227291
2010-01-22,1248.900390625,1271.4633179293714,1203.1679267856323,1263.2987401829885,199767
2010-01-25,1241.425537109375,1248.3763577547604,1220.9865499427615,1238.4741084123848,177011
2010-01-27,1190.590087890625,1238.474102394042,1175.5849942991997,1230.1992197499837,183000
2010-01-28,1177.3226318359375,1406.73000892984,1170.6476408382573,1263.2987139016996,145196
2010-01-29,1192.2451171875,1198.1478401317122,1130.2387143699245,1161.2419157787124,116696
2010-02-01,1210.4495849609375,1224.1307487012714,1153.0770757834107,1191.5828829178665,147215
2010-02-02,1227.8544921875,1268.2634965917387,1219.1658666671347,1219.1658666671347,185788
2010-02-03,1245.3145751953125,1260.2645831958912,1235.7157655324124,1235.7157655324124,94095
2010-02-04,1197.2650146484375,1259.9333679744602,1179.7498492980917,1248.9554126986645,171769
2010-02-05,1197.9547119140625,1219.1659661534343,1144.6920270445141,1144.6920270445141,142731
2010-02-08,1205.3193359375,1225.7307128531418,1173.3783432316313,1208.1328498717783,88125
2010-02-09,1221.924072265625,1231.8539292862938,1188.934853671609,1205.9259692878811,101988
2010-02-10,1214.7802734375,1247.85219117883,1209.3463804473688,1235.715697719089,103794
2010-02-11,1235.79833984375,1240.6805738315766,1224.6824695002667,1224.6824695002667,76281
2010-02-15,1222.2276611328125,1238.4739855885905,1219.2211476588282,1238.4739855885905,64849
2010-02-16,1236.3499755859375,1243.9905032816798,1195.7479716762434,1230.199034287426,52046
2010-02-17,1246.141845703125,1261.367680455369,1238.473843263636,1246.7487241763104,112060
2010-02-18,1237.3154296875,1256.6510969551393,1229.6474264818735,1246.1419702095773,64188
2010-02-19,1215.3870849609375,1241.1771349986034,1205.3745311721875,1232.2678988585235,80496
2010-02-22,1211.5531005859375,1238.3637737092067,1205.4297683566797,1225.7859253960394,37127
2010-02-23,1217.235107421875,1223.0275246563774,1197.1547815485278,1213.649325324326,62449
2010-02-24,1212.794189453125,1235.6604184102905,1205.5675404143471,1213.6492874784935,52991
2010-02-25,1213.1529541015625,1221.8139705617546,1199.9682276119038,1215.5525891377365,76283
2010-02-26,1234.336669921875,1240.3496974800687,1210.3395100820533,1210.3395100820533,69962
2010-03-02,1252.4034423828125,1257.7821159047735,1216.435314074984,1222.4759512477974,88443
2010-03-03,1264.8155517578125,1282.6065457799211,1242.887117265446,1257.7819029583743,115772
2010-03-04,1270.91162109375,1284.5375670610454,1259.216481003506,1268.8152906336286,80170
2010-03-05,1276.8695068359375,1295.2948568033971,1268.8152345178082,1268.8152345178082,105232
2010-03-08,1276.5384521484375,1296.3981687765029,1269.642717208137,1288.0956769719164,81950
2010-03-09,1266.0845947265625,1287.5716787094339,1261.2575800784443,1271.6011828958403,69911
2010-03-10,1259.271484375,1279.793164286035,1255.3547878022084,1266.6085731682313,35447
2010-03-11,1268.015380859375,1273.2285296617763,1255.5754477947153,1266.0569651532826,41632
2010-03-12,1268.815185546875,1277.090067191746,1266.0568916652514,1271.021820652174,47149
2010-03-15,1270.939208984375,1282.0274703056468,1257.8373121881873,1268.8152686834305,50088
2010-03-16,1280.179443359375,1289.7230326910471,1272.0699513915702,1272.0699513915702,40146
2010-03-17,1292.7847900390625,1304.1214053340786,1274.9387086392535,1274.9387086392535,92818
2010-03-18,1282.5513916015625,1299.1011543286622,1273.228412471555,1293.0881277440749,40033
2010-03-19,1280.1517333984375,1300.3699726206119,1273.2559990549523,1282.5513681405837,58985
2010-03-22,1269.9461669921875,1290.3299327079496,1257.7820635203614,1268.815239516154,27795
2010-03-23,1275.76611328125,1279.8483342676257,1260.5402775006573,1279.8483342676257,101210
2010-03-25,1267.9599609375,1284.261503087116,1260.5401780730497,1276.538280989513,162935
2010-03-26,1270.8564453125,1280.9518290411515,1269.3669933779888,1274.3319229479157,30515
2010-03-29,1268.9532470703125,1282.5791934857148,1264.9813303576514,1279.186545491685,53237
2010-03-30,1268.7601318359375,1278.4417715639133,1264.457300563358,1271.573645836319,47945
2010-03-31,1268.8428955078125,1273.7802150089083,1261.2023669801067,1271.573579729551,44176
2010-04-01,1275.7110595703125,1283.7101127005913,1269.973861542908,1269.973861542908,10771
2010-04-05,1270.966796875,1284.8134881687322,1264.9813790383619,1276.5386052479373,21516
2010-04-06,1262.250732421875,1279.7382919151958,1258.3339005157673,1279.7382919151958,88148
2010-04-07,1238.8603515625,1268.8154564490492,1231.3026516496861,1264.705624624412,69882
2010-04-08,1241.2322998046875,1253.6998425556553,1232.4057590060763,1237.3706882052952,79635
